City,Age,Salary,Eligible for bonus
Toronto,,90057,
Moscow,25,96286,Yes
Mumbai,61,,
Paris,66,97949,No
Mumbai,45,69915,No
Istanbul,39,109417,Yes
Singapore,44,68155,No
Singapore,,61444,
Berlin,,68375,
Seoul,42,93268,No
Seoul,50,103716,No
Tokyo,44,,
Moscow,21,37071,No
Delhi,,108553,
LosAngeles,70,,
Bangkok,17,45270,Yes
Berlin,51,59147,No
Delhi,70,48288,No
HongKong,33,49126,Yes
Tokyo,,55295,
Paris,31,83447,Yes
Delhi,,,
Cairo,,105314,
RioDeJaneiro,,,
NewYork,43,,
HongKong,70,102638,No
RioDeJaneiro,50,118546,No
Tokyo,,106748,
Cairo,58,74783,No
Chicago,26,65170,Yes
HongKong,32,105836,Yes
Moscow,24,81976,Yes
Mumbai,44,48380,No
NewYork,30,69985,Yes
Paris,44,67746,No
Cairo,61,82093,No
Chicago,64,95382,No
London,26,90350,Yes
Mumbai,56,56687,No
Bangkok,50,45791,No
Paris,43,104045,No
Sydney,,37679,
Delhi,32,114314,Yes
Singapore,,62337,
Toronto,,119587,
RioDeJaneiro,50,,
London,47,,
RioDeJaneiro,54,82283,No
RioDeJaneiro,39,,
RioDeJaneiro,,41968,
Moscow,,103332,
Seoul,,,
Shanghai,60,42304,No
Moscow,26,85634,Yes
Bangkok,,,
HongKong,,67019,
Berlin,42,,
Toronto,59,43851,No
HongKong,,92060,
Istanbul,58,81771,No
Cairo,21,51565,Yes
Cairo,,85017,
Cairo,49,42067,No
LosAngeles,19,50471,Yes
RioDeJaneiro,20,41986,Yes
Tokyo,56,88969,No
Sydney,55,,
Paris,49,62651,No
Chicago,68,41705,No
Bangkok,36,108867,Yes
Shanghai,,34724,
Bangkok,21,88067,Yes
Seoul,69,119970,No
Moscow,,32976,
Tokyo,70,,
Delhi,29,96460,Yes
Singapore,,30406,
Chicago,59,81388,No
London,,115725,
Seoul,,33182,
Toronto,67,89629,No
Berlin,51,70154,No
Cairo,31,57609,Yes
LosAngeles,,66627,
Tokyo,51,77502,No
Delhi,26,40803,Yes
London,36,113645,Yes
Cairo,27,36878,No
Moscow,69,114942,No
RioDeJaneiro,65,41500,No
Cairo,56,74912,No
Toronto,,,
Bangkok,43,,
HongKong,37,47209,Yes
Istanbul,50,92982,No
Shanghai,39,36281,No
Berlin,47,90499,No
Moscow,67,58189,No
Delhi,64,43540,No
Singapore,51,52247,No
RioDeJaneiro,51,60456,No
Seoul,26,43652,Yes
HongKong,,52869,
Sydney,23,72681,Yes
Chicago,43,,
Toronto,52,90128,No
HongKong,,62609,
Bangkok,,47787,
Moscow,38,81152,Yes
Singapore,49,57556,No
Tokyo,51,53017,No
Istanbul,49,51850,No
Moscow,51,86265,No
Mumbai,26,115806,Yes
Berlin,20,54777,Yes
Toronto,62,97296,No
Moscow,36,,
Seoul,24,,
Chicago,39,104255,Yes
Mumbai,46,43526,No
Shanghai,,55422,
LosAngeles,33,34917,No
Moscow,,113086,
Moscow,59,109047,No
Berlin,62,50132,No
Singapore,,74385,
Bangkok,,51570,
Bangkok,47,49265,No
London,21,,
Moscow,53,103587,No
Singapore,18,50931,Yes
Seoul,21,,
London,52,100994,No
Paris,59,81333,No
Paris,69,70966,No
Berlin,61,,
Moscow,43,52267,No
Paris,64,114180,No
Chicago,26,72550,Yes
Shanghai,35,83232,Yes
Bangkok,58,75619,No
Sydney,50,,
Moscow,,95744,
NewYork,,92885,
Moscow,54,146369,No
Istanbul,34,98971,Yes
Cairo,70,98963,No
LosAngeles,54,,
Istanbul,23,105564,Yes
Chicago,31,93136,Yes
Istanbul,19,33397,No
Berlin,,101571,
HongKong,55,98272,No
LosAngeles,,107197,
Sydney,40,,
NewYork,46,91759,No
HongKong,,74657,
Seoul,59,64911,No
Seoul,,67384,
Tokyo,32,,
Cairo,34,92513,Yes
NewYork,52,,
Istanbul,51,109723,No
RioDeJaneiro,63,37443,No
Tokyo,31,66599,Yes
HongKong,,91142,
NewYork,41,86902,No
Istanbul,,115891,
Shanghai,49,,
Mumbai,17,40458,Yes
Mumbai,17,33347,No
Toronto,35,107110,Yes
Delhi,54,81671,No
NewYork,22,,
Sydney,42,110810,No
Chicago,39,63612,Yes
Toronto,21,,
HongKong,53,,
Cairo,68,36419,No
Delhi,,40462,
Sydney,53,112643,No
Berlin,,89428,
Berlin,26,52144,Yes
Delhi,29,112385,Yes
Istanbul,65,76803,No
RioDeJaneiro,35,80312,Yes
Sydney,38,57869,Yes
Tokyo,52,94003,No
Chicago,20,43641,Yes
Chicago,17,,
Mumbai,32,94255,Yes
Toronto,45,61647,No
Istanbul,36,,
Toronto,26,91428,Yes
Istanbul,,105935,
Berlin,,75437,
Cairo,70,,
Sydney,43,100292,No
Seoul,,82648,
Singapore,49,,
Tokyo,35,,
London,20,,
Mumbai,28,70865,Yes
Tokyo,40,39852,No
Shanghai,44,68056,No
Seoul,19,30576,No
Shanghai,36,111105,Yes
Sydney,59,36594,No
London,30,101094,Yes
HongKong,,,
London,39,112092,Yes
HongKong,56,,
Toronto,55,81982,No
Berlin,,87838,
Cairo,43,118247,No
London,30,86338,Yes
LosAngeles,69,102405,No
Bangkok,48,55363,No
LosAngeles,,30558,
LosAngeles,59,95902,No
HongKong,16,93523,Yes
Delhi,61,,
HongKong,,94377,
Shanghai,57,91681,No
Toronto,42,,
HongKong,37,41623,Yes
Bangkok,,100676,
Cairo,,119674,
Delhi,43,103196,No
Shanghai,52,114781,No
Moscow,31,65149,Yes
Berlin,66,,
Singapore,47,62392,No
Seoul,48,118805,No
Sydney,54,55203,No
Chicago,,,
NewYork,35,155860,Yes
Istanbul,20,91573,Yes
Seoul,45,65955,No
Mumbai,23,83302,Yes
Toronto,,89108,
Chicago,41,93670,No
Sydney,29,,
Singapore,41,98457,No
Istanbul,17,,
NewYork,32,,
Toronto,56,67773,No
Berlin,,109701,
Delhi,51,74191,No
London,33,42963,Yes
Sydney,36,97642,Yes
Berlin,57,108432,No
Mumbai,16,59661,Yes
Paris,32,41446,Yes
Istanbul,69,88021,No
Bangkok,58,69877,No
Paris,57,33248,No
Paris,26,,
Seoul,63,56719,No
Berlin,31,75607,Yes
Sydney,22,38455,No
RioDeJaneiro,22,85150,Yes
Berlin,57,73744,No
RioDeJaneiro,,41636,
RioDeJaneiro,40,,
LosAngeles,41,71744,No
Chicago,50,98675,No
Cairo,,81735,
Cairo,,,
Sydney,60,65307,No
HongKong,58,119446,No
Sydney,75,36256,No
Chicago,36,106916,Yes
Paris,46,98442,No
Singapore,58,,
Bangkok,34,78082,Yes
Delhi,29,78258,Yes
Toronto,31,71723,Yes
Berlin,50,,
Delhi,,,
NewYork,23,89888,Yes
London,42,97856,No
Singapore,62,51678,No
Bangkok,20,70729,Yes
NewYork,54,107487,No
RioDeJaneiro,55,109209,No
Toronto,,150182,
NewYork,58,53738,No
London,69,,
RioDeJaneiro,64,110234,No
Istanbul,33,,
LosAngeles,,,
LosAngeles,57,37517,No
Singapore,39,,
Berlin,36,,
London,20,,
HongKong,,91864,
Chicago,16,92872,Yes
HongKong,32,110756,Yes
LosAngeles,69,123872,No
Bangkok,32,43634,Yes
RioDeJaneiro,,148327,
Moscow,67,105688,No
HongKong,65,,
Istanbul,62,,
Bangkok,22,33518,No
HongKong,48,84044,No
Berlin,33,82066,Yes
Cairo,17,95325,Yes
LosAngeles,49,84689,No
Singapore,30,89068,Yes
Bangkok,29,,
Paris,51,60606,No
Shanghai,64,144943,No
Paris,40,88564,No
Bangkok,37,,
Delhi,55,37263,No
RioDeJaneiro,66,90626,No
Mumbai,69,119277,No
Delhi,31,,
Chicago,64,50030,No
London,70,81137,No
Seoul,53,96174,No
RioDeJaneiro,27,55197,Yes
HongKong,32,38500,No
NewYork,16,103549,Yes
