relativehumidity_2m,dewpoint_2m,windspeed_100m,winddirection_100m,Power/hour
35,2.6,8.81,219,0.4906
35,3.0,8.27,225,0.4979
36,4.2,7.89,231,0.5053
43,7.8,8.08,234,0.5126
46,9.2,7.73,230,0.5272
64,15.6,7.03,240,0.5491
64,16.6,7.26,240,0.5709
63,17.2,7.88,237,0.5928
60,17.6,6.93,243,0.6147
63,19.7,7.64,256,0.6366
64,22.0,8.92,274,0.6584
57,21.0,9.27,286,0.6736
57,20.1,10.01,292,0.6821
56,19.4,10.92,291,0.6906
57,18.4,9.52,302,0.6991
54,15.5,8.71,304,0.7076
56,14.3,8.1,299,0.7161
57,14.1,7.7,295,0.6994
59,13.7,6.57,303,0.6576
61,13.2,6.16,306,0.6158
63,12.6,5.08,302,0.5739
66,12.3,4.34,296,0.5321
69,12.1,4.49,282,0.4903
70,12.0,3.71,256,0.4485
71,11.6,3.98,242,0.4067
68,11.0,4.25,243,0.3649
59,10.3,4.36,233,0.323
63,10.5,5.52,222,0.2812
63,11.3,5.4,219,0.2723
73,13.2,5.28,209,0.2963
68,13.9,5.33,210,0.3204
61,14.4,4.79,206,0.3444
54,15.3,5.87,203,0.3684
53,17.2,6.57,213,0.3924
50,18.4,6.03,220,0.4164
48,19.5,5.39,220,0.4052
47,20.5,4.67,225,0.3588
47,22.0,3.89,228,0.3124
49,23.5,2.83,228,0.266
47,22.0,1.0,217,0.2196
71,23.3,1.35,138,0.1732
90,24.9,5.54,107,0.1694
87,25.6,4.97,155,0.2081
87,25.8,3.94,126,0.2469
86,26.3,5.26,111,0.2856
82,27.1,5.52,95,0.3244
84,28.2,5.4,88,0.3631
89,29.2,5.74,83,0.4019
91,29.4,5.98,80,0.4406
90,29.4,6.61,80,0.4794
91,29.4,6.93,85,0.5181
91,29.8,7.02,94,0.5569
93,30.8,7.53,101,0.5775
89,29.1,7.81,93,0.5801
89,29.5,8.44,104,0.5826
88,29.9,8.56,113,0.5852
88,30.3,8.63,117,0.5877
92,31.5,8.36,118,0.5902
93,32.4,8.27,122,0.5928
95,33.4,7.87,130,0.556
97,34.8,6.47,122,0.4798
98,35.6,9.02,121,0.4036
100,34.3,3.0,143,0.3274
99,34.8,4.24,199,0.2512
99,37.5,6.92,233,0.175
99,38.7,8.36,233,0.1632
100,38.2,10.63,254,0.2159
100,34.8,11.0,268,0.2686
99,33.2,11.51,268,0.3212
98,33.2,12.0,270,0.3739
96,32.5,11.91,272,0.4266
94,31.3,11.98,277,0.4792
91,29.8,11.61,290,0.5319
81,24.4,11.01,295,0.5846
76,20.7,9.46,303,0.6372
73,17.7,8.3,306,0.6899
70,15.7,8.13,315,0.6872
68,15.9,6.32,325,0.6291
67,15.4,6.38,328,0.5709
61,13.2,6.65,316,0.5128
57,11.8,6.01,316,0.4547
53,10.8,5.23,313,0.3966
50,10.5,5.16,316,0.3384
49,10.1,5.11,320,0.3109
48,9.9,4.31,314,0.3139
47,9.4,4.18,318,0.3169
47,8.7,4.34,331,0.3199
48,8.5,3.89,318,0.323
50,8.2,3.91,328,0.326
54,7.2,3.61,341,0.3247
56,7.5,3.51,340,0.3192
58,7.3,3.92,341,0.3137
56,6.4,5.22,340,0.3082
59,5.9,5.11,337,0.3027
57,4.6,5.02,329,0.2972
54,2.9,4.84,322,0.2917
54,2.3,5.09,315,0.2862
55,2.0,5.66,306,0.2807
57,2.4,5.78,300,0.2751
58,2.9,5.14,297,0.2696
58,2.9,4.16,294,0.3094
61,4.6,3.57,281,0.3946
63,5.5,5.23,277,0.4797
59,5.6,7.75,290,0.5648
55,5.1,8.96,299,0.65
50,4.1,9.11,301,0.7351
42,1.0,10.51,297,0.8202
36,-1.2,11.0,297,0.8588
36,-1.4,11.67,297,0.8508
37,-1.9,10.34,295,0.8428
38,-2.2,10.2,291,0.8347
39,-2.3,10.35,290,0.8267
42,-2.0,9.82,292,0.8187
48,-0.2,8.66,284,0.7842
48,-0.3,7.86,285,0.7232
50,0.0,7.76,285,0.6623
52,0.4,7.88,290,0.6013
56,1.5,7.84,281,0.5403
60,2.3,7.2,271,0.4794
58,1.5,7.53,265,0.4184
57,1.5,7.32,265,0.3574
58,2.4,6.58,261,0.2965
59,3.1,6.36,257,0.2355
58,3.3,5.66,249,0.1745
57,3.3,4.53,239,0.1899
61,5.1,5.11,211,0.2815
59,5.5,5.89,195,0.3731
56,6.5,5.31,183,0.4647
54,7.8,6.01,177,0.5563
50,8.5,7.4,181,0.6479
52,9.4,8.21,178,0.7395
56,10.3,8.96,174,0.7888
54,10.1,9.75,174,0.7957
48,9.1,9.63,175,0.8026
42,8.2,10.4,180,0.8096
44,8.9,8.82,176,0.8165
44,9.0,9.7,188,0.8234
50,10.0,9.93,199,0.8016
49,11.4,8.13,214,0.751
52,14.4,8.99,223,0.7005
59,17.9,8.41,238,0.6499
67,20.7,8.13,249,0.5993
75,22.9,8.01,254,0.5488
80,24.6,7.99,261,0.4982
87,25.4,7.84,264,0.4476
89,25.8,7.68,262,0.397
90,26.6,6.9,270,0.3465
90,26.4,5.74,277,0.2959
91,26.3,4.9,271,0.2624
92,26.3,5.22,287,0.2461
92,26.4,4.43,295,0.2297
84,27.4,3.76,287,0.2133
71,27.4,1.78,308,0.197
62,26.4,2.02,327,0.1806
58,26.0,2.06,337,0.1642
55,26.4,0.94,328,0.1478
53,27.0,0.71,278,0.1315
53,27.5,1.22,55,0.1151
60,26.9,3.77,79,0.0987
74,26.6,5.19,65,0.0824
87,27.0,5.15,66,0.066
94,27.3,4.82,85,0.0555
95,28.0,5.22,85,0.051
95,28.2,4.1,90,0.0464
94,28.4,4.93,72,0.0418
93,28.4,4.8,90,0.0372
91,28.1,5.12,84,0.0327
89,27.9,5.02,84,0.0281
89,28.1,5.2,89,0.0235
90,28.4,4.61,94,0.0189
92,28.7,4.6,90,0.0144
94,29.2,4.42,95,0.0098
96,29.6,3.72,96,0.0513
97,29.4,2.68,117,0.139
96,29.6,0.71,135,0.2267
94,30.0,2.6,272,0.3144
92,30.2,3.82,264,0.4021
89,30.4,5.03,253,0.4897
80,31.8,8.43,260,0.5774
86,34.5,8.8,262,0.6383
94,34.2,9.48,256,0.6723
92,34.2,11.21,262,0.7064
90,33.3,12.9,284,0.7405
85,28.9,13.74,312,0.7745
77,24.8,12.73,313,0.8086
67,20.3,13.02,306,0.8238
66,18.3,12.85,305,0.8202
68,17.8,12.79,303,0.8165
67,16.9,13.31,303,0.8129
64,15.5,13.08,307,0.8093
64,15.2,11.98,308,0.8056
66,15.8,11.04,308,0.802
67,16.1,10.52,306,0.7984
68,16.8,10.1,306,0.7947
68,16.7,9.75,309,0.7911
69,16.1,9.84,308,0.7874
69,16.1,9.37,310,0.7514
68,15.6,8.35,313,0.683
69,15.8,7.72,312,0.6145
64,16.6,6.52,302,0.5461
57,16.3,7.36,313,0.4777
53,16.9,7.72,311,0.4092
53,18.5,6.49,299,0.3408
53,19.5,5.61,292,0.2835
53,20.2,4.95,284,0.2374
50,20.1,4.41,283,0.1913
50,20.3,4.01,274,0.1452
54,21.5,3.55,248,0.0991
72,22.0,3.48,219,0.053
70,20.6,6.24,192,0.0674
68,19.9,7.12,191,0.1422
68,19.6,7.66,200,0.2171
67,18.9,7.88,216,0.2919
67,18.2,7.92,223,0.3667
65,17.2,8.39,231,0.4416
61,16.2,9.2,223,0.5164
57,16.4,9.2,223,0.5912
60,16.8,8.85,223,0.6661
59,18.1,9.2,227,0.7409
62,19.5,9.86,233,0.8157
66,20.8,9.93,236,0.8488
73,23.6,9.95,240,0.8403
74,24.4,9.76,241,0.8317
70,25.8,8.63,243,0.8231
65,27.0,8.64,250,0.8146
60,27.8,10.17,263,0.806
51,26.7,10.52,267,0.7974
51,27.6,10.6,271,0.7829
51,27.3,11.02,267,0.7625
51,27.1,10.25,264,0.7421
57,29.2,8.7,269,0.7217
67,30.9,9.84,265,0.7012
69,29.4,8.71,257,0.6808
75,29.4,9.58,263,0.6788
74,28.0,9.31,279,0.6952
82,28.0,7.94,287,0.7115
89,27.8,7.28,286,0.7279
90,27.6,7.33,296,0.7443
87,26.6,6.85,304,0.7606
85,24.9,7.02,298,0.777
85,23.2,7.6,286,0.7934
85,21.8,8.18,282,0.8097
85,22.1,7.98,278,0.8261
86,23.8,9.07,284,0.8424
87,24.8,10.32,308,0.8447
76,22.4,10.68,317,0.8329
78,21.7,9.55,316,0.8212
75,21.2,8.77,316,0.8094
66,18.2,9.38,324,0.7976
62,15.8,9.06,323,0.7858
60,15.0,7.95,320,0.774
57,14.1,7.64,315,0.7664
55,13.2,7.44,311,0.7629
54,12.3,7.56,307,0.7594
54,12.0,7.62,308,0.7559
57,12.3,7.72,311,0.7524
58,12.3,7.36,314,0.7489
61,13.2,7.84,308,0.7302
61,12.8,8.21,312,0.6961
62,12.3,8.21,317,0.662
61,11.3,8.48,322,0.628
63,10.9,8.4,322,0.5939
62,10.0,8.7,322,0.5598
61,9.4,8.65,319,0.5258
61,9.5,8.21,318,0.4917
60,9.2,8.67,321,0.4577
59,8.4,7.78,323,0.4236
58,7.8,8.2,322,0.3895
59,7.6,8.22,323,0.3537
63,8.3,7.85,317,0.316
65,8.2,7.14,314,0.2784
62,8.0,6.16,313,0.2408
58,8.0,5.33,310,0.2031
54,8.2,4.17,316,0.1655
50,8.5,3.56,308,0.1279
46,8.4,3.97,304,0.1
43,7.9,4.34,299,0.0819
42,7.8,4.44,293,0.0638
43,8.0,3.79,288,0.0456
46,8.8,3.04,287,0.0275
48,8.2,0.82,284,0.0094
71,11.8,0.85,159,0.0123
61,10.1,2.04,191,0.0362
59,9.5,3.61,194,0.0601
57,9.0,4.59,196,0.084
59,8.9,5.04,194,0.108
61,9.4,4.73,186,0.1319
65,10.3,4.9,178,0.1558
70,12.0,4.97,165,0.1797
73,13.3,5.44,160,0.2036
74,13.8,5.87,157,0.2276
76,14.6,5.48,159,0.2515
76,15.7,6.26,155,0.255
75,15.9,6.56,159,0.2382
69,15.7,6.3,160,0.2214
62,16.4,5.19,155,0.2045
53,17.0,5.11,157,0.1877
47,17.7,5.0,160,0.1709
43,19.1,5.19,161,0.154
41,20.4,5.46,166,0.1632
40,22.2,6.12,175,0.1984
45,24.6,5.9,181,0.2336
48,25.8,5.6,182,0.2689
55,26.9,5.85,188,0.3041
69,27.3,7.03,175,0.3393
68,24.4,8.21,177,0.3802
72,24.9,8.42,184,0.427
75,25.7,8.45,191,0.4737
77,26.8,8.6,198,0.5204
80,28.5,8.88,203,0.5672
82,30.4,9.3,207,0.6139
85,32.7,9.48,218,0.6606
87,35.3,9.92,229,0.7074
87,37.5,10.46,238,0.7541
85,38.5,10.78,244,0.8008
81,38.2,10.74,246,0.8476
78,37.5,11.69,246,0.8611
74,37.7,11.78,246,0.8414
73,36.9,11.46,246,0.8217
63,36.8,11.14,249,0.802
59,37.8,9.52,251,0.7823
56,38.9,9.28,259,0.7627
55,40.2,8.7,261,0.743
53,40.8,8.24,264,0.7245
52,41.2,8.21,268,0.7073
51,41.5,8.01,267,0.6902
53,42.0,7.72,266,0.673
59,42.4,7.44,264,0.6558
71,42.0,7.95,264,0.6386
74,40.7,8.39,262,0.628
78,40.2,8.31,268,0.624
81,39.1,8.15,276,0.62
82,37.1,8.51,290,0.616
84,35.7,8.47,277,0.612
86,35.1,8.51,272,0.608
86,34.7,8.72,274,0.604
88,34.1,8.42,274,0.6
88,33.9,8.81,279,0.596
89,33.6,8.02,280,0.5919
89,32.8,7.96,285,0.5879
88,32.0,7.67,285,0.5552
86,32.6,6.83,288,0.4937
86,32.3,7.21,287,0.4323
77,33.7,6.07,287,0.3708
66,34.3,4.4,291,0.3093
59,34.7,4.7,297,0.2478
56,35.5,4.88,305,0.1864
54,35.7,4.7,308,0.1532
51,35.5,4.89,301,0.1483
51,35.4,5.19,298,0.1434
52,35.5,5.16,302,0.1385
56,35.8,4.66,301,0.1336
73,35.0,4.08,301,0.1287
83,34.0,5.66,46,0.1248
89,31.8,5.3,44,0.1218
87,30.2,5.97,40,0.1189
86,29.1,5.47,31,0.1159
84,28.7,6.11,32,0.113
84,28.8,6.24,32,0.11
86,29.1,6.02,36,0.1071
87,28.7,4.88,44,0.1041
92,28.4,3.5,59,0.1012
93,28.3,2.94,72,0.0982
94,29.4,3.6,88,0.0953
95,29.4,4.9,88,0.0923
95,28.8,4.22,76,0.0894
95,30.5,5.15,82,0.0864
87,32.6,4.61,86,0.0835
78,32.8,4.0,90,0.0805
68,31.9,4.67,100,0.0776
60,30.7,4.43,108,0.0746
55,30.6,4.88,113,0.1216
56,30.4,4.92,117,0.2185
55,30.8,5.05,117,0.3154
59,32.2,4.61,120,0.4124
65,32.5,5.92,120,0.5093
73,31.9,7.29,132,0.6062
77,31.1,8.35,137,0.6631
78,32.1,8.66,149,0.68
75,31.8,9.07,148,0.6969
78,31.1,8.93,146,0.7138
77,29.6,8.82,147,0.7308
70,27.2,9.36,150,0.7477
61,24.8,9.57,153,0.7646
61,24.7,9.75,154,0.7815
62,25.4,9.53,159,0.7984
62,26.4,9.26,166,0.8153
66,27.6,9.67,173,0.8322
68,29.2,10.2,179,0.8185
67,31.5,10.2,188,0.7743
69,33.0,8.91,205,0.73
69,35.0,8.49,212,0.6858
69,39.2,8.2,225,0.6415
88,43.9,7.54,231,0.5973
91,46.0,7.16,229,0.5531
89,48.3,6.31,241,0.49
76,49.6,5.59,246,0.4082
77,50.8,8.04,264,0.3264
87,51.1,5.82,258,0.2446
88,51.3,4.9,271,0.1627
94,49.3,3.85,279,0.0809
97,47.3,5.38,260,0.0573
99,46.6,5.73,245,0.092
100,45.0,5.61,239,0.1266
100,44.1,5.08,234,0.1613
100,40.0,5.19,230,0.196
100,41.4,5.89,220,0.2306
100,40.8,5.94,224,0.2653
100,41.1,6.46,215,0.2999
98,42.9,7.07,225,0.3346
99,41.5,5.78,233,0.3693
100,43.6,6.5,217,0.4039
99,45.6,6.52,201,0.4016
99,44.8,6.82,194,0.3623
98,46.4,7.25,195,0.3229
96,48.6,6.84,205,0.2836
92,50.0,5.88,212,0.2443
88,52.2,5.59,223,0.2049
78,53.3,6.11,238,0.1656
66,51.1,7.22,239,0.1892
55,48.3,7.34,218,0.2758
50,47.2,7.96,219,0.3623
51,47.8,8.19,208,0.4489
62,50.8,9.01,203,0.5355
68,49.6,9.48,208,0.622
85,51.0,9.81,200,0.6721
89,51.5,10.41,200,0.6856
92,52.3,10.66,197,0.699
91,52.6,11.2,203,0.7125
89,52.3,11.24,209,0.726
85,51.9,10.46,212,0.7395
86,52.4,10.3,209,0.753
89,52.5,10.15,214,0.7665
92,53.0,9.84,228,0.78
95,53.2,8.93,236,0.7935
91,53.7,10.43,238,0.807
90,53.2,9.98,242,0.7955
90,53.0,9.65,251,0.7591
90,51.7,8.63,257,0.7227
86,50.1,8.41,267,0.6862
81,48.5,7.9,271,0.6498
76,46.7,7.75,290,0.6134
70,42.8,7.47,295,0.577
68,40.4,5.87,300,0.5316
66,39.3,4.55,310,0.4773
64,38.5,3.33,327,0.4229
65,37.9,2.72,6,0.3686
73,38.0,3.55,32,0.3143
80,36.1,5.81,42,0.26
82,33.9,7.02,33,0.2488
79,32.3,6.74,35,0.2807
82,31.9,6.72,44,0.3126
80,31.3,6.48,38,0.3446
79,30.4,7.22,37,0.3765
80,29.6,7.24,35,0.4084
79,29.6,7.03,50,0.4404
84,30.9,6.82,51,0.4723
93,33.0,6.5,53,0.5042
95,33.3,8.12,52,0.5362
94,33.0,7.55,55,0.5681
96,33.7,6.78,53,0.5616
96,33.3,6.52,54,0.5167
96,33.8,4.88,44,0.4718
97,34.6,5.55,56,0.4269
94,35.2,4.22,76,0.382
92,36.8,3.83,105,0.3371
94,39.1,3.89,136,0.2921
93,43.7,3.24,171,0.3061
87,49.2,3.11,184,0.3791
83,54.4,4.8,181,0.452
95,55.4,5.47,162,0.5249
95,56.2,4.68,160,0.5978
96,53.7,4.88,235,0.6707
94,46.8,7.83,166,0.7096
94,49.2,5.0,200,0.7145
92,52.0,8.02,176,0.7194
90,52.8,9.74,197,0.7243
93,52.5,8.32,198,0.7292
95,52.5,10.57,237,0.7341
87,46.9,9.13,235,0.7389
90,44.7,9.88,243,0.7438
94,41.0,9.63,241,0.7487
90,36.9,10.07,241,0.7536
82,32.4,10.48,240,0.7585
77,29.8,8.84,232,0.7692
82,30.1,9.65,236,0.7856
80,29.5,9.23,247,0.8021
65,25.5,9.81,247,0.8186
56,22.1,12.31,253,0.8351
56,22.0,12.5,254,0.8515
55,22.2,11.84,254,0.868
50,19.9,11.52,254,0.8751
52,20.3,11.54,266,0.8728
49,15.7,11.83,266,0.8705
44,12.0,11.91,272,0.8682
48,12.3,11.4,278,0.8659
49,11.2,11.2,278,0.8636
59,13.8,10.5,269,0.8378
57,12.2,10.81,273,0.7885
64,13.7,9.2,268,0.7392
67,13.8,8.73,265,0.6899
67,12.8,8.42,260,0.6406
68,13.1,7.57,258,0.5913
70,14.2,7.17,262,0.5419
72,15.2,7.3,268,0.4926
70,15.0,6.92,281,0.4433
67,13.4,6.41,274,0.394
72,13.9,6.77,257,0.3447
69,12.5,7.21,251,0.3493
72,13.5,7.04,247,0.4079
70,14.3,6.74,238,0.4665
60,14.4,5.98,232,0.5252
48,12.6,7.16,234,0.5838
44,12.3,7.78,227,0.6424
41,13.6,8.38,216,0.701
40,14.7,9.35,215,0.7355
39,15.3,10.54,215,0.7458
41,16.7,10.85,213,0.7561
41,17.2,12.95,227,0.7664
45,18.2,10.37,214,0.7767
46,18.1,10.97,228,0.787
49,18.4,10.75,226,0.7755
53,18.8,9.83,226,0.7421
54,19.2,9.78,233,0.7087
53,20.2,10.52,241,0.6754
57,20.8,10.07,241,0.642
60,21.5,10.07,236,0.6086
61,21.6,10.1,234,0.5752
64,23.0,10.31,240,0.5418
66,23.4,9.76,237,0.5085
65,23.1,8.99,244,0.4751
70,23.4,7.75,250,0.4417
75,23.9,7.24,252,0.3974
79,26.8,5.91,267,0.3422
83,27.9,4.24,278,0.2869
73,27.3,2.45,282,0.2317
62,26.1,2.45,258,0.1765
53,24.6,4.72,249,0.1213
47,23.1,4.44,256,0.066
40,21.9,3.71,265,0.0592
37,21.0,2.31,265,0.1009
38,21.3,0.51,191,0.1425
48,25.1,3.27,113,0.1841
68,29.1,5.4,92,0.2257
80,28.5,5.57,99,0.2673
81,29.4,5.5,117,0.2929
81,31.0,5.88,148,0.3024
83,31.1,6.4,170,0.3119
78,31.3,6.12,185,0.3214
84,31.6,7.69,189,0.331
88,32.8,7.43,191,0.3405
91,33.4,7.5,196,0.35
93,33.7,7.12,197,0.3595
96,33.9,6.49,190,0.369
98,33.4,6.21,176,0.3785
98,33.7,6.76,172,0.3881
97,34.4,6.48,163,0.4234
97,34.1,7.75,156,0.4847
96,35.8,7.87,153,0.5459
93,37.3,8.85,146,0.6072
93,38.1,9.04,147,0.6684
93,38.5,8.18,145,0.7297
90,40.6,7.29,151,0.7909
72,42.1,9.3,179,0.8207
71,41.5,9.03,184,0.819
69,43.7,9.49,197,0.8173
67,45.6,9.48,208,0.8155
78,47.2,7.81,193,0.8138
87,47.1,7.1,190,0.8121
91,46.1,7.55,187,0.811
93,46.8,6.84,195,0.8104
95,47.4,6.65,196,0.8099
97,47.9,6.26,193,0.8094
97,48.4,6.0,179,0.8088
98,49.0,6.41,177,0.8083
99,49.5,5.57,162,0.8077
98,48.9,4.7,142,0.8072
99,48.5,3.06,308,0.8067
99,49.1,6.02,234,0.8061
100,49.6,6.11,249,0.8056
100,49.4,3.92,264,0.8007
98,49.0,7.72,253,0.7914
99,45.1,6.56,291,0.7821
99,40.7,5.22,306,0.7728
96,40.6,1.63,317,0.7636
91,41.1,1.62,292,0.7543
94,41.5,1.4,360,0.745
97,42.0,1.98,41,0.7357
99,40.4,3.85,332,0.7264
99,35.4,7.78,334,0.7172
88,29.0,8.22,350,0.7079
83,25.6,8.38,340,0.6986
80,22.4,8.19,336,0.6893
80,20.8,7.78,315,0.6842
75,19.1,10.19,313,0.6832
75,17.7,9.97,316,0.6823
73,15.9,11.11,318,0.6813
70,14.1,11.57,320,0.6803
68,12.6,11.48,319,0.6794
69,12.2,10.96,316,0.6784
67,10.9,10.39,315,0.6774
61,8.3,9.97,314,0.6765
61,7.8,9.01,310,0.6755
61,7.3,8.03,309,0.6745
66,7.8,7.11,309,0.6519
65,6.4,6.72,314,0.6076
63,6.1,6.86,307,0.5633
57,5.4,7.14,307,0.5191
52,4.8,6.68,309,0.4748
49,4.5,6.52,311,0.4305
44,4.0,6.03,310,0.3862
39,3.3,6.02,302,0.3369
36,2.7,5.97,301,0.2827
35,2.6,5.3,306,0.2284
34,2.7,5.31,313,0.1741
36,3.2,3.76,320,0.1198
61,13.1,1.98,311,0.0656
59,6.9,1.48,62,0.0621
57,8.3,1.63,133,0.1093
58,8.0,2.01,207,0.1565
56,7.0,3.45,280,0.2038
59,7.8,4.13,302,0.251
65,9.3,4.56,285,0.2983
69,10.5,5.2,271,0.3455
75,13.4,5.91,294,0.3928
74,13.4,5.7,322,0.44
66,9.7,6.44,318,0.4873
66,7.8,7.09,310,0.5345
65,5.9,7.62,308,0.5491
69,6.0,7.59,310,0.5311
65,5.7,6.56,308,0.5131
51,2.4,7.22,313,0.4952
38,-1.6,8.63,316,0.4772
34,-2.7,8.77,313,0.4592
33,-2.5,8.36,307,0.4412
31,-2.6,8.37,295,0.4093
30,-2.8,7.35,292,0.3634
29,-3.0,8.21,292,0.3176
29,-3.2,8.07,290,0.2718
30,-2.0,7.78,296,0.2259
34,-0.4,5.86,297,0.1801
43,0.5,4.83,297,0.1558
47,1.6,5.66,306,0.1531
52,2.7,7.0,314,0.1503
55,2.7,7.71,314,0.1475
57,2.9,7.14,317,0.1448
58,2.4,6.79,315,0.142
60,2.4,5.69,304,0.1393
61,2.5,5.51,299,0.1365
65,3.3,4.74,298,0.1338
70,4.4,4.61,294,0.131
75,5.4,3.09,299,0.1283
78,5.9,2.87,299,0.1222
83,5.7,4.7,331,0.1129
72,6.9,4.03,337,0.1035
52,4.9,2.94,325,0.0942
40,2.3,4.15,345,0.0849
36,2.1,2.7,2,0.0756
35,2.3,1.92,28,0.0662
34,2.8,2.14,53,0.0685
41,5.6,3.93,75,0.0823
50,8.3,5.32,86,0.0962
48,7.5,4.11,86,0.1101
50,7.3,5.11,87,0.1239
56,7.6,5.4,88,0.1378
69,8.6,5.74,97,0.1739
69,8.7,5.54,97,0.2323
70,8.8,5.46,104,0.2908
72,9.4,5.44,110,0.3492
71,9.4,5.29,112,0.4077
72,9.6,5.66,134,0.4661
72,9.7,5.84,142,0.5245
71,9.6,6.2,142,0.583
66,7.9,6.55,146,0.6414
63,7.1,7.14,134,0.6998
62,7.4,7.47,141,0.7583
66,9.6,8.49,136,0.7924
82,13.7,8.27,145,0.8022
77,15.0,8.88,144,0.8119
66,14.8,8.68,145,0.8217
63,14.9,9.01,146,0.8315
49,13.3,9.06,149,0.8413
38,11.2,9.12,153,0.851
32,9.6,9.26,152,0.8546
28,8.7,9.18,151,0.852
27,8.7,9.13,151,0.8493
28,10.2,9.08,155,0.8466
32,12.3,8.43,158,0.844
41,14.3,9.08,159,0.8413
45,13.4,9.4,156,0.8329
43,12.3,9.8,155,0.8186
44,12.1,9.08,163,0.8043
54,16.7,9.93,163,0.7901
62,21.4,9.34,159,0.7758
63,23.4,9.32,157,0.7616
59,23.4,8.98,161,0.7473
58,24.0,8.81,168,0.733
59,25.4,8.53,175,0.7188
63,27.1,8.1,179,0.7045
67,28.7,7.41,183,0.6903
71,30.4,7.27,188,0.689
82,34.2,6.82,194,0.7007
84,35.5,6.81,190,0.7124
83,36.6,7.17,188,0.7241
84,38.7,7.5,189,0.7358
80,40.8,8.34,186,0.7475
79,43.3,7.4,189,0.7592
78,45.6,7.17,188,0.773
70,46.4,8.83,193,0.7891
57,45.6,11.57,202,0.8051
71,47.8,11.03,189,0.8211
77,48.3,10.63,192,0.8372
82,47.6,10.58,193,0.8532
89,46.9,11.32,184,0.8606
93,47.2,11.0,188,0.8594
93,47.8,10.93,189,0.8581
92,48.3,11.13,189,0.8569
92,48.5,11.03,189,0.8556
90,48.9,11.59,190,0.8544
87,49.0,11.61,191,0.8531
85,49.1,11.75,192,0.8519
84,49.5,12.14,191,0.8506
86,49.9,12.83,195,0.8494
86,50.3,13.15,195,0.8481
83,50.2,13.16,191,0.848
85,51.0,13.15,202,0.8489
84,51.1,13.73,207,0.8498
81,51.8,13.69,202,0.8508
78,51.4,14.05,204,0.8517
70,51.0,14.38,218,0.8527
64,47.4,12.78,233,0.8536
63,40.2,12.96,258,0.8524
53,34.8,11.92,247,0.8491
42,28.8,10.61,246,0.8459
39,25.6,11.39,250,0.8426
42,25.8,10.82,252,0.8393
47,25.6,9.77,250,0.836
52,25.8,8.96,237,0.8327
54,25.0,9.68,247,0.8294
56,24.7,8.82,247,0.8261
58,24.0,8.08,239,0.8227
57,22.6,8.45,243,0.8194
49,20.3,10.06,245,0.8161
47,20.4,10.91,243,0.8128
49,20.9,10.46,236,0.8094
47,21.0,10.93,230,0.8061
46,20.3,11.54,228,0.8028
43,19.5,11.35,235,0.7995
44,19.1,11.54,223,0.7948
47,21.4,13.01,226,0.7888
41,19.1,13.74,228,0.7827
34,17.1,13.23,231,0.7767
28,13.2,20.24,248,0.7707
28,13.7,19.34,249,0.7647
27,13.1,20.4,252,0.7586
29,13.2,20.14,258,0.7601
33,14.2,19.22,264,0.769
36,15.4,18.82,268,0.7779
41,17.5,14.8,271,0.7868
39,15.3,15.23,274,0.7957
38,13.8,15.78,276,0.8046
39,15.1,13.9,269,0.8091
40,14.6,14.14,274,0.8092
40,13.4,13.98,276,0.8093
42,13.4,12.92,281,0.8094
42,12.0,12.89,280,0.8094
40,9.9,12.18,277,0.8095
41,9.6,12.46,276,0.8096
43,9.7,11.57,280,0.8097
45,9.6,11.5,283,0.8098
46,9.0,10.92,286,0.8099
49,9.1,10.0,290,0.81
51,9.5,9.06,292,0.7629
53,12.6,7.84,287,0.6688
52,13.6,7.22,292,0.5747
48,12.6,8.33,294,0.4806
46,13.4,7.19,291,0.3865
44,14.1,6.39,287,0.2924
44,14.2,5.98,280,0.1983
41,14.6,5.61,281,0.1452
39,13.9,5.36,284,0.133
37,13.3,5.19,286,0.1209
36,13.5,5.07,285,0.1088
36,13.3,5.18,280,0.0966
41,15.0,4.49,282,0.0845
45,14.3,5.66,291,0.1127
51,14.7,5.05,297,0.1813
51,13.1,6.01,317,0.2499
56,15.1,5.83,338,0.3185
60,15.0,6.31,333,0.387
62,14.1,7.11,334,0.4556
66,14.7,6.99,343,0.5242
68,15.0,6.43,345,0.5928
71,14.9,7.21,343,0.6614
67,11.9,7.29,335,0.7299
65,9.9,6.88,324,0.7985
63,8.8,7.52,319,0.83
63,9.2,7.5,323,0.8243
48,3.9,9.3,324,0.8186
42,0.6,9.67,321,0.813
44,1.9,9.7,318,0.8073
40,1.3,10.11,316,0.8016
38,0.2,10.49,319,0.796
35,-1.9,11.98,319,0.7961
33,-3.4,12.09,315,0.8022
31,-4.9,11.82,313,0.8082
31,-5.5,11.77,311,0.8143
32,-5.8,11.54,312,0.8203
37,-4.1,11.46,314,0.8264
35,-7.3,10.52,306,0.8273
35,-7.6,10.78,307,0.8232
35,-8.6,10.28,307,0.8191
34,-8.7,10.56,311,0.8151
34,-8.5,10.33,313,0.811
39,-6.4,8.3,306,0.8069
39,-6.6,7.89,300,0.8028
42,-4.7,7.29,297,0.7987
42,-4.7,8.38,306,0.7946
41,-5.5,9.21,304,0.7905
43,-4.6,8.6,299,0.7864
45,-2.8,7.21,299,0.7778
47,-2.2,8.01,298,0.7646
41,-3.9,10.65,304,0.7515
37,-4.3,10.24,306,0.7383
